"filename", "language", "C#", "JSON", "MSBuild", "EditorConfig", "SQL", "Solution File", "HTTP", "Log", "comment", "blank", "total"
"c:\Users\Tautvydas\Desktop\Auction-master\Auction-master\Aukcionas\Aukcionas\obj\Aukcionas.csproj.nuget.g.targets", "MSBuild", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 11
"c:\Users\Tautvydas\Desktop\Auction-master\Auction-master\Aukcionas\Aukcionas\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs", "C#", 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5
"c:\Users\Tautvydas\Desktop\Auction-master\Auction-master\Aukcionas\Aukcionas\obj\Debug\net8.0\Aukcionas.AssemblyInfo.cs", "C#", 9, 0, 0, 0, 0, 0, 0, 0, 10, 5, 24
"c:\Users\Tautvydas\Desktop\Auction-master\Auction-master\Aukcionas\Aukcionas\obj\Debug\net8.0\Aukcionas.GeneratedMSBuildEditorConfig.editorconfig", "EditorConfig", 0, 0, 0, 19, 0, 0, 0, 0, 0, 1, 20
"c:\Users\Tautvydas\Desktop\Auction-master\Auction-master\Aukcionas\Aukcionas\obj\Debug\net8.0\Aukcionas.GlobalUsings.g.cs", "C#", 16, 0, 0, 0, 0, 0, 0, 0, 1, 1, 18
"c:\Users\Tautvydas\Desktop\Auction-master\Auction-master\Aukcionas\Aukcionas\obj\Debug\net8.0\Aukcionas.MvcApplicationPartsAssemblyInfo.cs", "C#", 4, 0, 0, 0, 0, 0, 0, 0, 10, 5, 19
"c:\Users\Tautvydas\Desktop\Auction-master\Auction-master\Aukcionas\Aukcionas\obj\Debug\net8.0\staticwebassets.build.json", "JSON", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 11
"c:\Users\Tautvydas\Desktop\Auction-master\Auction-master\Aukcionas\Aukcionas\obj\Debug\net8.0\staticwebassets\msbuild.build.Aukcionas.props", "MSBuild", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\Tautvydas\Desktop\Auction-master\Auction-master\Aukcionas\Aukcionas\obj\Debug\net8.0\staticwebassets\msbuild.buildMultiTargeting.Aukcionas.props", "MSBuild", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\Tautvydas\Desktop\Auction-master\Auction-master\Aukcionas\Aukcionas\obj\Debug\net8.0\staticwebassets\msbuild.buildTransitive.Aukcionas.props", "MSBuild", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\Tautvydas\Desktop\Auction-master\Auction-master\Aukcionas\Aukcionas\obj\project.assets.json", "JSON", 0, 7425, 0, 0, 0, 0, 0, 0, 0, 0, 7425
"Total", "-", 20289, 10418, 116, 19, 1198, 24, 3, 14, 238, 6300, 38619
